word,cluster_label,stopword_type,reason
ผ้าไหม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),สัญลักษณ์วัฒนธรรมที่พบถี่ในโดเมน แต่ไม่เกี่ยวข้องโดยตรงกับนาฏศิลป์หรือการแสดง
ชาติพันธุ์,1,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เป็นหมวดหมู่ทั่วไปในทางสังคมศาสตร์
การแต่งกาย,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำกว้างที่ครอบคลุมหลายลักษณะ
ความร่มเย็น,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงสภาวะนามธรรมทางจิตใจหรือสังคม
วัฒนธรรม,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานและพบบ่อยในโดเมนศิลปวัฒนธรรม
หางนกยูง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),สัญลักษณ์ที่ปรากฏบ่อยในนาฏศิลป์ไทยจนกลายเป็นองค์ประกอบจำลอง
การแปร,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำกว้างที่หมายถึงการเปลี่ยนแปลงรูปแบบ
ความสัมพันธ์,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับการเชื่อมโยง
อุณรุท,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ตัวละครในวรรณคดีที่สื่อถึงอารมณ์หรือคุณค่าเชิงนามธรรม
ผู้แสดง,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เรียกบุคคลในบริบทการแสดง
ความหลากหลาย,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คุณลักษณะเชิงนามธรรมที่ใช้ประเมินคุณค่า
ละคร,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำหลักในโดเมนการแสดง พบบ่อยจนไม่ช่วยในการจำแนก
ค้าขาย,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พ้องความหมายกับกิจกรรมทางเศรษฐกิจที่อาจซ้ำกับบริบทพิธีกรรม
บุรุษ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปสำหรับเพศชาย ไม่เฉพาะเจาะจง
ซุกซน,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ลักษณะนิสัยที่แสดงคุณค่าทางอารมณ์
เสนียดจัญไร,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),สื่อถึงความไม่ดีหรือความขัดแย้งในเชิงนามธรรม
กระทุ้ง,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ท่าทางพื้นฐานในนาฏศิลป์ไทยที่ใช้บ่อยจนกลายเป็นคำเทคนิคทั่วไป
ปารวตี,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พ้องกับตัวละครเทพีในเรื่องราวศาสนาที่อาจซ้ำกับบริบทอื่น เช่น พระแม่ลักษมี
ร่างกาย,0,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้ในหลายบริบททั่วไป ไม่เฉพาะเจาะจงด้านศิลปวัฒนธรรม
ร่มพระบารมี,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิดเชิงนามธรรมเกี่ยวกับพระบารมีและความคุ้มครอง
พระบรมราชชนนีพันปีหลวง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะทางพระมหากษัตริย์ที่ใช้บ่อยในบริบททางวัฒนธรรมไทย
พระตำหนัก,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),สถานที่ในบริบทวังและพิธีการ พบบ่อยในโดเมนนี้
เครื่องประดับ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),องค์ประกอบทั่วไปในนาฏศิลป์ไทย ใช้ซ้ำบ่อยจนไม่ช่วยในการจำแนก
พาหนะ,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่หมายถึงยานพาหนะ ใช้ได้หลายบริบท
เพลงหญิงไทยใจงาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),"ชื่อเพลงที่มีคำว่า ""ใจงาม"" ซึ่งเป็นการประเมินคุณค่าเชิงบวก"
โคมเวียน,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),องค์ประกอบพิธีกรรมที่พบบ่อยในงานศิลปวัฒนธรรมไทย
การทำขวัญ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),พิธีกรรมที่พบถี่ในบริบทวัฒนธรรมไทย
หยอกล้อ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงพฤติกรรมเชิงอารมณ์หรือความสัมพันธ์ที่มีคุณค่าทางอารมณ์
ขบวนแห่,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),องค์ประกอบพื้นฐานของการแสดงวัฒนธรรมไทยที่พบบ่อยมาก
รับใช้,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่ใช้บ่อยในบริบทพิธีกรรมหรือการแสดงที่เกี่ยวกับราชสำนัก
ศูรปนขา,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พ้องเสียงหรือใกล้เคียงกับชื่อตัวละครในวรรณคดี เช่น สุริยปันขา อาจเป็นรูปผันของคำเดียวกัน
เขาไกรลาส,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),มีความซ้ำซ้อนในเชิงสัญลักษณ์กับสถานที่ศักดิ์สิทธิ์ในเรื่องรามเกียรติ์ ซึ่งปรากฏบ่อยในหลายบริบทการแสดง
ยักษิณี,0,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อตัวละครเฉพาะ ไม่ใช่คำกว้าง
พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,0,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อบุคคลเฉพาะ ไม่ใช่คำกว้าง
วสันตฤดู,0,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อฤดูกาลเฉพาะในบริบทศิลปวัฒนธรรม ไม่ใช่คำกว้าง
เบญกาย,0,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อตัวละครในวรรณคดี ไม่ใช่คำกว้าง
ท้าวสัทธาสูร,0,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อตัวละครเฉพาะ ไม่ใช่คำกว้าง
พระพาย,0,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อตัวละครในวรรณคดี ไม่ใช่คำกว้าง
ยักษิณี,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในเรื่องเล่า/การแสดง แต่ไม่พบบ่อยทั่วโดเมน
เบญกาย,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อเฉพาะในวรรณคดี ไม่ใช่คำที่ใช้ถี่เกิน
ท้าวสัทธาสูร,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อเฉพาะ ไม่ใช่คำที่เกิดบ่อยเกิน
พระพาย,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อเฉพาะ ไม่ใช่คำที่เกิดบ่อยเกิน
แตกทัพ,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำเฉพาะในบริบทการแสดงหรือพิธีกรรม ไม่ซ้ำซ้อน
ดำรงตำแหน่ง,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำทั่วไปในบริบทประวัติศาสตร์ ไม่ซ้ำซ้อน
ประเทศ,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้หลายบริบท ไม่เจาะจงด้านศิลปวัฒนธรรม
ความงาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่าเชิงความรู้สึกหรือการประเมิน ไม่ใช่คำเฉพาะทาง
นาฏศิลป์พื้นบ้าน,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),"คำเฉพาะในโดเมนศิลปวัฒนธรรมไทย แต่เนื่องจากมีความเฉพาะเจาะจง จึงไม่ถือว่า ""พบบ่อยเกินไป"""
บุปเพสันนิวาส,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อละครหรือผลงาน ไม่ใช่คำทั่วไปในโดเมน
การประกอบอาชีพ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปในบริบทสังคม ไม่เจาะจงด้านศิลปวัฒนธรรม
เมืองขีดขิน,2,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อเฉพาะในวรรณคดี ไม่ใช่คำกว้าง
ร่มเย็น,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำนามธรรมที่สื่อความรู้สึก แต่ไม่ใช่คำกว้าง
กะลา,2,คำที่มีความหมายกว้าง (Umbrella Terms),วัตถุเฉพาะ อาจใช้ในบริบทเครื่องดนตรีหรือของใช้ ไม่ใช่คำกว้าง
ร่มเย็น,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),สื่อถึงความสงบสุข ความรู้สึกเชิงบวก เป็นแนวคิดนามธรรม
เบิกโรง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในบริบทการแสดงไทย ใช้บ่อยจนกลายเป็นคำพื้นฐานในโดเมน
การร่อนแร่,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในพิธีกรรมหรือการแสดง แต่ไม่พบบ่อยทั่วโดเมน
สะเดาะเคราะห์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำในบริบทพิธีกรรม พบบ่อยในโดเมนนี้จนอาจไม่ช่วยในการจำแนก
เพลงเร็ว,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะทางดนตรีในบริบทการแสดง พบบ่อยในโดเมน
ขั้นตอน,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ในหลายบริบท ไม่เฉพาะเจาะจง
อันหนึ่งอันเดียว,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความพิเศษหรือคุณค่าเชิงนามธรรม
ความตาย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับชีวิตและจิตวิญญาณ
ท่าทาง,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ครอบคลุมการเคลื่อนไหวหลายรูปแบบ
ร้ายกาจ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณลักษณะเชิงประเมินค่าทางจริยธรรม
ความชำนาญ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงระดับความสามารถหรือคุณภาพ
เครื่องดนตรี,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานที่พบบ่อยในบริบทศิลปวัฒนธรรมและการแสดง
มวยไทย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะที่แม้เฉพาะเจาะจงแต่เป็นส่วนหนึ่งของโดเมนการแสดงไทยที่ถูกใช้บ่อยจนกลายเป็นคำทั่วไปในบริบทนี้
ภูมิภาค,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้จัดกลุ่มพื้นที่ ไม่เฉพาะเจาะจง
ชาวไทย,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามเฉพาะกลุ่มคนทั่วไป ความหมายกว้าง
เจ้าเซ็น,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พ้องความหมายกับคำในบริบททางศาสนาหรือพิธีกรรม แต่ไม่มีคำซ้ำในกลุ่มนี้ จึงไม่จัดเป็นซ้ำซ้อน
ข้าหลวง,3,คำที่มีความหมายกว้าง (Umbrella Terms),ตำแหน่งหรือบทบาททั่วไปในบริบททางสังคม
ขอความช่วยเหลือ,3,คำที่มีความหมายกว้าง (Umbrella Terms),การกระทำทั่วไป ไม่เฉพาะเจาะจง
สังคีตศิลป์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนศิลปวัฒนธรรมที่ใช้บ่อยจนไม่ช่วยในการจำแนก
อินเดีย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),แม้เป็นชื่อประเทศ แต่ในบริบทนี้ใช้บ่อยในเชิงอิทธิพลทางวัฒนธรรม จึงถือเป็นคำที่เกิด Overuse ในโดเมน
แหล่งน้ำ,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ในหลายบริบท ไม่เฉพาะเจาะจง
ยุติธรรม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับคุณค่าทางศีลธรรม
วิรุญมุข,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในนาฏศิลป์ไทยที่ใช้บ่อยจนกลายเป็นคำพื้นฐานในโดเมน
ปัดเป่า,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ใช้ในพิธีกรรมบ่อย จึงเกิด Overuse ในบริบทศิลปวัฒนธรรม
ความเพลิดเพลิน,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึกหรือคุณค่าเชิงประสบการณ์
ไทยจักรี,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ใช้บ่อยในบริบทศิลปวัฒนธรรมไทยจนกลายเป็นคำทั่วไปในโดเมน
พระไวย,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในดนตรีไทยที่พบบ่อยเกินไป
เพลงชำนาญ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่บ่งบอกทักษะ แต่ใช้บ่อยในบริบทการแสดง
ชาวเหนือ,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมายถึงกลุ่มคนในภูมิภาค ใช้เป็นหมวดหมู่ทั่วไป
พระแพง,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),เทพเจ้าในตำนาน แสดงถึงสัญลักษณ์ทางความเชื่อและคุณค่า
สมัยทวารวดี,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),เป็นชื่อยุคสมัยเฉพาะ แต่ไม่ซ้ำกับคำอื่นในชุดข้อมูล จึงไม่จัดว่าซ้ำ
ความจงรักภักดี,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับคุณค่าทางศีลธรรมและอารมณ์
อุษา,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ชื่อเทพีในวรรณคดี แสดงถึงสัญลักษณ์แห่งรุ่งอรุณและความหวัง
การหลอมรวม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับกระบวนการรวมวัฒนธรรม
ธงไทย,2,คำที่มีความหมายกว้าง (Umbrella Terms),สัญลักษณ์ของชาติ ใช้เป็นตัวแทนเชิงสัญลักษณ์ทั่วไป
กิริยาท่าทาง,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ครอบคลุมพฤติกรรมการแสดงออก
เอาชนะ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงถึงผลลัพธ์เชิงคุณค่าหรือความสำเร็จ
เทพธิดา,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ตัวแทนเชิงนามธรรมของความงาม ความศักดิ์สิทธิ์ หรืออำนาจเหนือธรรมชาติ
ยูเนสโก,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),องค์กรที่เกี่ยวข้องกับมรดก แต่ในบริบทนี้ใช้บ่อยในงานวัฒนธรรมจนกลายเป็นคำซ้ำซาก
ธัญญาหาร,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำโบราณสำหรับอาหารหรือพืชผล ใกล้เคียงกับ `พืชพรรณ` แต่ไม่ซ้ำโดยตรง จึงไม่จัดว่าซ้ำ
สากตำข้าว,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),สัญลักษณ์ในนาฏศิลป์พื้นบ้าน แต่ใช้เฉพาะในบางชุดการแสดง ไม่ถือว่าพบบ่อยเกิน
นางโรย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครในละครพื้นบ้าน จำเพาะเกินไป ไม่ใช่คำทั่วไป
ละครพันทาง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อการแสดงเฉพาะ ไม่ใช่คำทั่วไป
พืชพรรณ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำทั่วไปในบริบทธรรมชาติ แต่ไม่ใช่คำเฉพาะโดเมนการแสดง
รำคู่,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),รูปแบบการเต้นที่เฉพาะเจาะจง ไม่ใช่คำทั่วไป
มรดกวัฒนธรรม,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำที่มีความหมายใกล้เคียงกับแนวคิดใน cluster อื่น แต่ไม่ซ้ำโดยตรงกับคำใดในชุดนี้
อุปกรณ์,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ครอบคลุมหลายสิ่ง ไม่เฉพาะเจาะจง
ผู้มีพระคุณ,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความเคารพและคุณค่าเชิงนามธรรม
ละครนอก,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในบริบทการแสดงไทย แต่ใช้บ่อยจนไม่ช่วยในการจำแนกเพิ่ม
เครื่องดนตรีพื้นบ้าน,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่เกิดขึ้นบ่อยในโดเมนศิลปวัฒนธรรมไทย
พระสังข์,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อเฉพาะที่อาจซ้ำกับตัวละครในนิทานหรือการแสดงอื่น ๆ ที่เกี่ยวข้องกับพระแม่คงคา
เพลงยอดชายใจหาญ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),"ชื่อเพลงที่มีคุณค่าเชิงประเมิน (ยอด, ใจหาญ) บ่งบอกคุณลักษณะเชิงบวก"
บริวาร,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่ใช้บ่อยในบริบทการแสดงละครหรือวรรณคดีไทย
กุณฑล,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อเฉพาะที่อาจพ้องหรือคล้ายกับชื่อตัวละครอื่นในวรรณคดี
อิทธิพล,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมที่ไม่สามารถสังเกตได้โดยตรง
พญาขร,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อตัวละครในนาฏศิลป์ไทยที่ปรากฏบ่อยในบริบทการแสดง
อีสาน,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),แม้เป็นภูมิภาค แต่ในโดเมนนี้มักใช้บ่อยในบริบทวัฒนธรรมท้องถิ่น
พระอุมา,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อตัวละครในวรรณคดีที่เกิดซ้ำในหลายเรื่อง
พี่น้อง,3,คำที่มีความหมายกว้าง (Umbrella Terms),ความสัมพันธ์ทั่วไปที่ใช้ได้หลายบริบท
น้องชาย,3,คำที่มีความหมายกว้าง (Umbrella Terms),ความสัมพันธ์เฉพาะย่อยของพี่น้อง แต่ยังคงเป็นคำกว้าง
สมัยโบราณ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ช่วงเวลาที่มีคุณค่าเชิงนามธรรมและใช้ประเมินบริบททางวัฒนธรรม
การปั้น,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),กิจกรรมศิลปะที่พบบ่อยในบริบทศิลปวัฒนธรรมไทย
ไทยศิวาลัย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อสถานที่หรือองค์กรที่เกี่ยวข้องกับศิลปะไทยโดยตรง
ไทยจีน,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),"อาจซ้ำซ้อนกับแนวคิดเรื่อง ""อิทธิพลทางวัฒนธรรม"" หรือ ""การผสมผสาน"" ที่มีอยู่แล้วในโดเมน"
ปัตตานี,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),แม้เป็นชื่อสถานที่ แต่ในบริบทนี้อาจซ้ำกับการกล่าวถึงวัฒนธรรมท้องถิ่นอื่น ๆ
ลักษณะ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่ ไม่เฉพาะเจาะจง
สง่างาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่าทางความงามและความรู้สึก
หล่อหลอม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิดนามธรรมเกี่ยวกับการสร้างหรือหล่อหลอมจิตใจ
หมดแรง,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงสภาพร่างกายหรืออารมณ์ในเชิงนามธรรม
ความสามัคคี,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับความสัมพันธ์และคุณค่าทางสังคม
การขับร้อง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคที่พบบ่อยในบริบทการแสดงและดนตรีไทย
งานประติมากรรม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะทางศิลปะที่ใช้บ่อยในโดเมนศิลปวัฒนธรรม
เต้นสาก,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะที่เกี่ยวข้องกับการเต้นในบริบทไทย แต่ใช้บ่อยจนไม่ช่วยแยกความหมาย
สถานที่,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่ ไม่เจาะจงบริบท
ความศรัทธา,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิดเชิงความเชื่อและคุณค่า
อิทธิฤทธิ์,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับพลังเหนือธรรมชาติ
พิธีทางศาสนา,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่พบบ่อยในบริบทวัฒนธรรมไทยและซ้ำซ้อนกับแนวคิดอื่น
เทวดา,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),"พ้องความหมายกับคำอื่นในบริบทจิตวิญญาณ เช่น พรหม, ฟ้า"
หล่อเลี้ยง,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงบทบาทเชิงคุณค่าทางสังคมและวัฒนธรรม
มหรสพ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะทางที่ใช้บ่อยในบริบทการแสดงไทย
ล้านนา,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),แม้เป็นภูมิภาค แต่ในโดเมนนี้ใช้บ่อยจนกลายเป็นคำเฉพาะที่ไม่ช่วยแยกความหมาย
อวตาร,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่ใช้บ่อยในเรื่องราวทางศาสนาและศิลปะการแสดง
ตารี,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พ้องความหมายกับคำในกลุ่มตำนานหรือการแสดง เช่น ตัวละครในละคร
ลำเพลิน,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงอารมณ์หรือความรู้สึกในบริบทดนตรี
ฟันปลา,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะที่เกี่ยวข้องกับเครื่องแต่งกายหรืออุปกรณ์การแสดงไทย
เพลงลาวคำหอม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อเพลงพื้นบ้านที่ใช้บ่อยในบริบทการแสดง
สิ้นชีวิต,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),"ความหมายซ้ำซ้อนกับคำเช่น ตาย, ล้มหาย, มรณา"
สวัสดิมงคล,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่าเชิงสิริมงคลและความเชื่อ
รังควาญ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึกหรือการประเมินค่าเชิงลบ
ตำนาน,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่ใช้บ่อยมากในบริบทศิลปวัฒนธรรมไทย
กองทัพ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เรียกกลุ่มบุคคลในเชิงองค์กร ไม่เฉพาะเจาะจง
เครื่องประกอบจังหวะ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในบริบทดนตรีไทย แต่ใช้บ่อยในโดเมนนาฏศิลป์
การรบ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ปรากฏถี่ในบริบทการแสดงหรือเรื่องเล่าทางวัฒนธรรม
ออกรบ,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พ้องความหมายกับ `การรบ` ในเชิงกิจกรรมทางทหารในบริบทศิลปะการแสดง
