word,cluster_label,stopword_type,reason
ไทยศิวาลัย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อสถานที่/วรรณกรรม พบถี่ในข้อมูลศิลปวัฒนธรรม
การปั้น,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),กิจกรรมศิลปะ พบถี่ในบริบทนี้
กระทบไม้,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อการแสดง/กิจกรรมพื้นบ้าน พบถี่ในโดเมน
งานประติมากรรม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),หมวดงานศิลปะ พบถี่ในบริบทนี้
สมัยโบราณ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),หมวดเวลาในศิลปวัฒนธรรม พบบ่อย
ไทยจีน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),หมวดวัฒนธรรม พบถี่ในข้อมูล
ปัตตานี,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อจังหวัด พบซ้ำกับชื่อภูมิภาคอื่น
การขับร้อง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),กิจกรรมศิลปะ พบถี่ในบริบทนี้
ลักษณะ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่ ไม่ชี้เฉพาะ
สถานที่,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
ความศรัทธา,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับความเชื่อ
พิธีทางศาสนา,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมน พบถี่ในบริบทศิลปวัฒนธรรม
การตีกลอง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),กิจกรรมพื้นฐานในโดเมนการแสดง
จารีตประเพณี,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมน พบถี่ในบริบทศิลปวัฒนธรรม
ความสามัคคี,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับความร่วมมือ
มหรสพ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนการแสดง พบถี่ในบริบทศิลปวัฒนธรรม
*หมายเหตุ,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),**
กองทัพ,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่ทั่วไป ไม่เจาะจงรายละเอียด
ความสุข,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
การต่อสู้,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในบริบทศิลปะการแสดงและวัฒนธรรมไทย พบถี่
การฟ้อนรำ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมน พบถี่ในบริบทนาฏศิลป์
ความนิยม,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ไม่ชี้เฉพาะเจาะจง
บิดา,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้ได้หลายบริบท
ความภาคภูมิใจ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
งดงาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
ดนตรีไทย,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน พบถี่มาก
การร่ายรำ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมน พบถี่มาก
รำมาตรฐาน,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมน พบถี่มาก
กิจกรรม,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
ประวัติศาสตร์,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้ได้หลายบริบท
ดนตรี,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนศิลปวัฒนธรรม พบถี่มาก
เครื่องแต่งกาย,2,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้ได้หลายบริบท
เวลา,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะ
ภาคกลาง,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้แบ่งภูมิภาค
ภาคตะวันออกเฉียงเหนือ,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้แบ่งภูมิภาค
ตะวันตก,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้แบ่งภูมิภาค
เรื่องใหญ่,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),นามธรรม ไม่ชี้เฉพาะ
ละครใน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนศิลปวัฒนธรรม พบถี่มาก
พระมหากษัตริย์,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป หมวดบุคคลสำคัญ
กรุงรัตนโกสินทร์,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดสถานที่/ยุคสมัย กว้าง ไม่เจาะจงการแสดง
เครื่องดนตรีพื้นเมือง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคโดเมน พบบ่อยในบริบทศิลปวัฒนธรรม
ความสวยงาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),นามธรรม แสดงคุณค่า/ความรู้สึก
ความพร้อมเพรียง,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),นามธรรม แสดงคุณค่า/ความรู้สึก
แม่บท,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคโดเมน พบบ่อยในนาฏศิลป์ไทย
การนุ่งห่ม,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคโดเมน พบบ่อยในศิลปวัฒนธรรม/การแสดง
แม่ท่า,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคโดเมน พบบ่อยในนาฏศิลป์ไทย
ภารตนาฏยัม,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อประเภทนาฏศิลป์ พบบ่อยในบริบทการแสดง
ความคิดริเริ่ม,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),นามธรรม แสดงแนวคิด/คุณค่า
เพลงหน้าพาทย์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคโดเมน พบบ่อยในนาฏศิลป์ไทย
ตำรา,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมายถึงหนังสือหรือเอกสารทั่วไป ไม่เจาะจง
หลักราชการ,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้างเกี่ยวกับระเบียบหรือหลักการ
สมบัติ,1,คำที่มีความหมายกว้าง (Umbrella Terms),หมายถึงสิ่งของหรือคุณค่าทั่วไป ไม่เจาะจง
วิถีชีวิต,2,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้างเกี่ยวกับรูปแบบการดำเนินชีวิต
ความทรงจำ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับการจดจำ
เกษตรกรรม,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้างเกี่ยวกับการเพาะปลูก
บรรพบุรุษ,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมายถึงกลุ่มบุคคลในอดีต ใช้ได้หลายบริบท
สงคราม,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่เหตุการณ์ทั่วไป ไม่เจาะจง
ชาวนา,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดบุคคลทั่วไป
ความสง่างาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความรู้สึก
การละเล่นพื้นเมือง,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนวัฒนธรรม/การแสดง
ฤดูฝน,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่ฤดูกาล ไม่เจาะจง
ฤดูกาล,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้ได้หลายบริบท
ผู้ครองนคร,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่บุคคลทั่วไป ไม่เจาะจง
อินโดนีเซีย,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่ประเทศ
ที่รัก,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
เอกลักษณ์,1,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้ได้หลายบริบท
ความห่วงใย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/นามธรรม
ผูกพัน,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/นามธรรม
อารยธรรม,2,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้ได้หลายบริบท
โอรส,2,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่บุคคลทั่วไป ไม่เจาะจง
ไทยอมรินทร์,2,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่ประเทศ/กลุ่มกว้าง
กาญจนบุรี,2,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่สถานที่
โดดเด่น,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
ภาคเหนือ,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่สถานที่/ภูมิภาค
ฤดูกาล,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้ได้หลายบริบท
นาฏศิลป์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน พบบ่อยมาก
นาฏศิลป์อินเดีย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน พบบ่อยมาก
สภาพอากาศ,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่ทั่วไป ไม่ชี้เฉพาะเจาะจง
แม่น้ำ,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่สถานที่ธรรมชาติ กว้าง
ความเชื่อ,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม
ประเพณี,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน พบถี่มาก
ศิลปินแห่งชาติ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในวงการศิลปะไทย พบบ่อย
บุตรชาย,1,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดบุคคลทั่วไป ไม่ชี้เฉพาะ
ความรื่นเริง,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ขั้นพื้นฐาน,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),นามธรรม ไม่ชี้เฉพาะ
วังหน้า,2,คำที่มีความหมายกว้าง (Umbrella Terms),สถานที่/หมวดหมู่กว้าง
ภาคใต้,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดภูมิภาค กว้าง
แม่น้ำ,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดสถานที่ธรรมชาติ กว้าง
ความกตัญญู,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม
แรงบันดาลใจ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม
กรมศิลปากร,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),หน่วยงานเฉพาะในโดเมน พบบ่อย
*หมายเหตุ,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),**
ต้นไม้,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
อาจารย์,0,คำที่มีความหมายกว้าง (Umbrella Terms),บุคคลทั่วไป ไม่ชี้เฉพาะ
ศิลปะการแสดง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนศิลปวัฒนธรรม
นานาชาติ,1,คำที่มีความหมายกว้าง (Umbrella Terms),หมายถึงกลุ่มประเทศหรือความหลากหลาย ไม่ชี้เฉพาะ
ความวิจิตร,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความประณีต
สมควร,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงการประเมินค่า
ความตระหนัก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม
ศีรษะ,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ไม่ชี้เฉพาะ
ความสมบูรณ์,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม/ประเมินค่า
นาฏกรรม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนศิลปะการแสดง พบถี่มาก
หมู่เกาะ,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่สถานที่ ไม่ชี้เฉพาะเจาะจง
ทิศตะวันออก,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่ทิศทาง ใช้ได้หลายบริบท
รูปนอก,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป หมายถึงลักษณะภายนอก ไม่ชี้เฉพาะ
ความรัก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม
ความเรียบง่าย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม/คุณค่า
สิ่งชั่วร้าย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม
ความสำนึก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม
คุณค่า,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำประเมินค่า
สวามิภักดิ์,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม
เพลงไทย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน พบถี่ในบริบทศิลปวัฒนธรรม
ดินแดน,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป หมายถึงพื้นที่ ไม่เจาะจง
ค่านิยม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับความเชื่อ/คุณค่า
ความคล่องแคล่ว,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คุณลักษณะเชิงประเมินค่า
กลุ่มชน,2,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่บุคคล ไม่เจาะจง
ศิลปกรรม,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนศิลปะ พบถี่
ศิลปะ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน พบถี่มาก
ประติมากรรม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในศิลปะ พบถี่
