item,gold_tokens,predicted_tokens,TP,FP,FN,FP_words,FN_words
ฟ้อนเทียน,"กลางคืน, จุดไฟ, ภาคเหนือ, หญิงสาว","กลางคืน, กะลา, การปั้น, จุดไฟ, ชาวเหนือ, ภาคกลาง, ภาคเหนือ, ร้อนแรง, สีแดง, หญิงสาว, อินเดีย, แหล่งน้ำ",4,8,0,"กะลา, การปั้น, ชาวเหนือ, ภาคกลาง, ร้อนแรง, สีแดง, อินเดีย, แหล่งน้ำ",
ฟ้อนผาง,"จุดไฟ, ผางประทีป, ผู้แสดง, ภาคเหนือ, ภาชนะดินเผา, ล้านนา","จุดไฟ, ชาวบ้าน, ชาวเหนือ, ธงไทย, นนทก, น้องชาย, น้องสาว, ผางประทีป, ผู้แสดง, ภาคเหนือ, ภาชนะดินเผา, มวยโบราณ, มารดา, มโนราห์, ล้านนา, วานร, สมัยโบราณ, สีแดง, เอาชนะ, แหล่งน้ำ, โบราณสถาน",6,15,0,"ชาวบ้าน, ชาวเหนือ, ธงไทย, นนทก, น้องชาย, น้องสาว, มวยโบราณ, มารดา, มโนราห์, วานร, สมัยโบราณ, สีแดง, เอาชนะ, แหล่งน้ำ, โบราณสถาน",
ฟ้อนมาลัย,"กรมศิลปากร, ข้าหลวง, นางพญาคำปิน, พญาผานอง, พระชายา, พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว, ราชสำนัก, ละครพันทาง, อาจารย์, เจ้าดารารัศมี, เชียงใหม่, เพลงฟ้อนดวงดอกไม้, เพลงสำเนียงลาว, โรงละครแห่งชาติ","กรมศิลปากร, กะลา, การขับร้อง, การปั้น, ข้าหลวง, ความสำนึก, ดอกไม้เงิน, ตารี, ตำรา, นางพญาคำปิน, นางฟ้า, นางรื่น, ผู้หญิง, พญาผานอง, พระชายา, พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว, พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว, พระพาย, พระยา, ราชสำนัก, รำเดี่ยว, ละครนอก, ละครพันทาง, สำนึก, สีน้ำเงิน, สีแดง, อาจารย์, อาสา, อินเดีย, อเนก, เจ้าดารารัศมี, เชียงใหม่, เพลงกลม, เพลงฟ้อนดวงดอกไม้, เพลงสำเนียงลาว, เรื่องใหญ่, แหล่งน้ำ, โรงละครแห่งชาติ, ไทยทรงดำ",14,25,0,"กะลา, การขับร้อง, การปั้น, ความสำนึก, ดอกไม้เงิน, ตารี, ตำรา, นางฟ้า, นางรื่น, ผู้หญิง, พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว, พระพาย, พระยา, รำเดี่ยว, ละครนอก, สำนึก, สีน้ำเงิน, สีแดง, อาสา, อินเดีย, อเนก, เพลงกลม, เรื่องใหญ่, แหล่งน้ำ, ไทยทรงดำ",
ฟ้อนรัก,"ท้าวพิชัยพิษณุกร, นางรื่น, นางโรย, นายขวัญ, นายแก้ว, พระนิพนธ์, พระพี่เลี้ยง, พระลอ, พระเจ้าบรมวงศ์เธอกรมพระนราธิปประพันธ์พงศ์, พระเพื่อน, พระแพง, ละครพันทาง, ลิลิตพระลอ, แมนสรวง","การขับร้อง, จับนาง, ท้าวพิชัยพิษณุกร, นักษัตร, นางรื่น, นางโรย, นาฏกรรม, นายขวัญ, นายแก้ว, บิดา, พระนิพนธ์, พระพี่เลี้ยง, พระมหากษัตริย์, พระยา, พระราชพิธี, พระราม, พระลอ, พระเจ้าบรมวงศ์เธอกรมพระนราธิปประพันธ์พงศ์, พระเพื่อน, พระแพง, มรกต, มโนราห์, รำลึก, ละครนอก, ละครพันทาง, ลิลิตพระลอ, วานร, สีน้ำเงิน, สีแดง, หล่อเลี้ยง, อสูร, เทพเจ้า, แมนสรวง, แหล่งน้ำ",14,20,0,"การขับร้อง, จับนาง, นักษัตร, นาฏกรรม, บิดา, พระมหากษัตริย์, พระยา, พระราชพิธี, พระราม, มรกต, มโนราห์, รำลึก, ละครนอก, วานร, สีน้ำเงิน, สีแดง, หล่อเลี้ยง, อสูร, เทพเจ้า, แหล่งน้ำ",
ฟ้อนเล็บ,"ผู้มาเยือน, ผู้แสดง, ภาคเหนือ, สีทอง","การขับร้อง, การปั้น, ชาวเหนือ, ตารี, ต้นรัง, ธงไทย, ผู้มาเยือน, ผู้แสดง, พลลิง, ภาคเหนือ, ร้อนแรง, สีทอง, สีน้ำเงิน, สีแดง, เพลงกลม, เพลงไทย, แหล่งน้ำ",4,13,0,"การขับร้อง, การปั้น, ชาวเหนือ, ตารี, ต้นรัง, ธงไทย, พลลิง, ร้อนแรง, สีน้ำเงิน, สีแดง, เพลงกลม, เพลงไทย, แหล่งน้ำ",
ฟ้อนสาวไหม,"ดนตรีพื้นบ้าน, ทอผ้า, ผ้าไหม, ภาคเหนือ, สะล้อ","การปั้น, ชาวเหนือ, ดนตรีพื้นบ้าน, ตารี, ทอผ้า, น้องสาว, ผ้าไหม, พื้นบ้านภาคใต้, ภาคเหนือ, มโนราห์, ร้อนแรง, สะล้อ, สีน้ำเงิน, อาสา, อเนก, เครื่องดนตรี, เครื่องดนตรีพื้นบ้าน, แหล่งน้ำ",5,13,0,"การปั้น, ชาวเหนือ, ตารี, น้องสาว, พื้นบ้านภาคใต้, มโนราห์, ร้อนแรง, สีน้ำเงิน, อาสา, อเนก, เครื่องดนตรี, เครื่องดนตรีพื้นบ้าน, แหล่งน้ำ",
ระบำเก็บใบชา,"การเก็บใบชา, ชาวพื้นเมือง, ชาวเขา, ผึ่งแดด, ผู้แสดง, ภาคเหนือ, ใบชา, ไหล่เขา","การปั้น, การเก็บใบชา, การเดินทาง, งานรื่นเริง, จับระบำ, ชาวบ้าน, ชาวพื้นเมือง, ชาวเขา, ชาวเหนือ, ทะเล, ธงไทย, นางรื่น, ผึ่งแดด, ผู้แสดง, ภาคเหนือ, ร่มเย็น, วานร, สีน้ำเงิน, สีแดง, เพลงไทย, แปลงกาย, แหล่งน้ำ, ใบชา, ไทยทรงดำ, ไหล่เขา",8,17,0,"การปั้น, การเดินทาง, งานรื่นเริง, จับระบำ, ชาวบ้าน, ชาวเหนือ, ทะเล, ธงไทย, นางรื่น, ร่มเย็น, วานร, สีน้ำเงิน, สีแดง, เพลงไทย, แปลงกาย, แหล่งน้ำ, ไทยทรงดำ",
กระทบสากหรือกระทบไม้,"กระทบไม้, ชาวไทย, นิสัย, พระจันทร์, ภาคอีสาน, สากตำข้าว, สุรินทร์, เครื่องประกอบจังหวะ, เต้นสาก","กระทบไม้, กระทุ้ง, กลองยาว, การเกี้ยวพาราสี, ชาวพื้นเมือง, ชาวภูไท, ชาวไทย, ตำรา, ทะเล, ธงไทย, นิสัย, พระจันทร์, พระอินทร์, ภาคอีสาน, รจนา, ลำเพลิน, วานร, สากตำข้าว, สีน้ำเงิน, สีแดง, สุรินทร์, อสูร, อาสา, อีสาน, เครื่องประกอบจังหวะ, เครื่องประดับ, เต้นสาก, เพลงชาวไทย, เล่นน้ำ, แหล่งน้ำ, ให้ร้าย",9,22,0,"กระทุ้ง, กลองยาว, การเกี้ยวพาราสี, ชาวพื้นเมือง, ชาวภูไท, ตำรา, ทะเล, ธงไทย, พระอินทร์, รจนา, ลำเพลิน, วานร, สีน้ำเงิน, สีแดง, อสูร, อาสา, อีสาน, เครื่องประดับ, เพลงชาวไทย, เล่นน้ำ, แหล่งน้ำ, ให้ร้าย",
เซิ้งกระติบข้าว,"กระบวนท่ารำ, การดีด, การปั้น, ข้าวเหนียว, ชาวภูไท, ที่รัก, หญิงสาว","กระบวนท่ารำ, การดีด, การปั้น, การเดินทาง, กิริยาอาการ, ข้าวเหนียว, งานรื่นเริง, ชาวนา, ชาวพื้นเมือง, ชาวภูไท, ตารี, ที่รัก, ท่าทาง, นนทก, นักษัตร, นางรื่น, รังควาญ, สีน้ำเงิน, สีแดง, หญิงสาว, อาสา, แหล่งน้ำ, ใบชา",7,16,0,"การเดินทาง, กิริยาอาการ, งานรื่นเริง, ชาวนา, ชาวพื้นเมือง, ตารี, ท่าทาง, นนทก, นักษัตร, นางรื่น, รังควาญ, สีน้ำเงิน, สีแดง, อาสา, แหล่งน้ำ, ใบชา",
เซิ้งตังหวาย,"การขับร้อง, ลำตังหวาย, แม่น้ำโขง","กะลา, การขับร้อง, การจับปลา, การปั้น, ตารี, ธงไทย, มโนราห์, รจนา, ร้อนแรง, ลำตังหวาย, สังสรรค์, สีน้ำเงิน, สีแดง, เต้นสาก, แม่น้ำโขง, แหล่งน้ำ",3,13,0,"กะลา, การจับปลา, การปั้น, ตารี, ธงไทย, มโนราห์, รจนา, ร้อนแรง, สังสรรค์, สีน้ำเงิน, สีแดง, เต้นสาก, แหล่งน้ำ",
เซิ้งไทภูเขา,"การเดินทาง, ขอขมา, ชาวภูไท, ชาวไทย, ผีภู, ภูเขา, ย่านาง, วัตถุดิบ, หน่อไม้, เจ้าที่เจ้าทาง, เทือกเขาภูพาน, ไทภูเขา","การประกอบอาชีพ, การเก็บใบชา, การเดินทาง, ขอขมา, จิตรกรรม, ชาวภูไท, ชาวไทย, ผีภู, ภูเขา, ย่านาง, วัตถุดิบ, สีแดง, หน่อไม้, อสูร, อาสา, เจ้าที่เจ้าทาง, เทพเจ้า, เทือกเขาภูพาน, เมขลา, แหล่งน้ำ, ไทภูเขา",12,9,0,"การประกอบอาชีพ, การเก็บใบชา, จิตรกรรม, สีแดง, อสูร, อาสา, เทพเจ้า, เมขลา, แหล่งน้ำ",
เซิ้งโปงลาง,"ชายหนุ่ม, ผู้แสดง, สังสรรค์, หญิงสาว, เครื่องดนตรี, โปงลาง","การเกี้ยวพาราสี, การเดินทาง, งานรื่นเริง, ชายหนุ่ม, ตารี, ตีลังกา, นนทก, น้องชาย, ผู้แสดง, มารดา, วานร, สังสรรค์, สีแดง, หญิงสาว, หลักฐาน, หลักราชการ, เครื่องดนตรี, เครื่องดนตรีตะวันตก, เครื่องดนตรีพื้นบ้าน, แหล่งน้ำ, โปงลาง",6,15,0,"การเกี้ยวพาราสี, การเดินทาง, งานรื่นเริง, ตารี, ตีลังกา, นนทก, น้องชาย, มารดา, วานร, สีแดง, หลักฐาน, หลักราชการ, เครื่องดนตรีตะวันตก, เครื่องดนตรีพื้นบ้าน, แหล่งน้ำ",
เซิ้งสวิง,"กระบวนท่ารำ, การจับปลา, ผู้แสดง, สัตว์น้ำ, หยอกล้อ","กระบวนท่ารำ, การจับปลา, การประกอบอาชีพ, การปั้น, ความสำนึก, ชาวพื้นเมือง, ตะวันตก, ตารี, ทิศตะวันออก, ท่าทาง, นนทก, ผู้หญิง, ผู้แสดง, พลับพลา, พาลี, ภาคตะวันออกเฉียงเหนือ, สัตว์น้ำ, สีน้ำเงิน, สีแดง, หญิงสาว, หยอกล้อ, เจ้าหญิง, แหล่งน้ำ",5,18,0,"การประกอบอาชีพ, การปั้น, ความสำนึก, ชาวพื้นเมือง, ตะวันตก, ตารี, ทิศตะวันออก, ท่าทาง, นนทก, ผู้หญิง, พลับพลา, พาลี, ภาคตะวันออกเฉียงเหนือ, สีน้ำเงิน, สีแดง, หญิงสาว, เจ้าหญิง, แหล่งน้ำ",
ฟ้อนภูไท,"กาฬสินธุ์, ชาวภูไท, ดินแดน, นครพนม, มุกดาหาร, สกลนคร, สายสืบ, สีแดง, เทือกเขาภูพาน, แม่น้ำโขง","การยุติ, การรบ, กาฬสินธุ์, งานรื่นเริง, ชาวภูไท, ดินแดน, นครพนม, นนทก, นักษัตร, นางรื่น, มุกดาหาร, สกลนคร, สัตว์น้ำ, สายสืบ, สีน้ำเงิน, สีแดง, อาสา, เทือกเขาภูพาน, แม่น้ำโขง, แหล่งน้ำ, ไทยทรงดำ",10,11,0,"การยุติ, การรบ, งานรื่นเริง, นนทก, นักษัตร, นางรื่น, สัตว์น้ำ, สีน้ำเงิน, อาสา, แหล่งน้ำ, ไทยทรงดำ",
ฟ้อนภูไท 3 เผ่า,"การเกี้ยวพาราสี, กาฬสินธุ์, ชาวภูไท, ต่อสู้, นครพนม, ผู้แสดง, มวยโบราณ, สกลนคร, เทือกเขาภูพาน","การปั้น, การเกี้ยวพาราสี, กาฬสินธุ์, ชาวภูไท, ต่อสู้, นครพนม, น้องชาย, ปางลีลา, ปูนปั้น, ผู้แสดง, มวยโบราณ, มโนราห์, ร้อนแรง, ละครนอก, วานร, สกลนคร, สมัยโบราณ, สีทอง, สีแดง, อสูร, เชิงมวย, เทือกเขาภูพาน",9,13,0,"การปั้น, น้องชาย, ปางลีลา, ปูนปั้น, มโนราห์, ร้อนแรง, ละครนอก, วานร, สมัยโบราณ, สีทอง, สีแดง, อสูร, เชิงมวย",
ฟ้อนหมากกั๊บแก๊บลำเพลิน,"การขับร้อง, ดนตรีพื้นบ้าน, ฟันปลา, ภาคอีสาน, หยอกล้อ, อีสาน, เครื่องดนตรี, ไม้ยาว, ไม้สั้น","กะลา, การขับร้อง, การปั้น, การรบ, ความสำนึก, ดนตรีพื้นบ้าน, ตารี, น้องชาย, น้องสาว, ผู้หญิง, ฟันปลา, ภาคอีสาน, ลำเพลิน, สัตว์น้ำ, สีน้ำเงิน, สีแดง, หญิงสาว, หมากกั๊บแก๊บ, หยอกล้อ, อาสา, อีสาน, เครื่องดนตรี, เครื่องดนตรีตะวันตก, เครื่องดนตรีพื้นบ้าน, เครื่องประกอบจังหวะ, เจ้าหญิง, เทพเจ้า, เล่นน้ำ, แหล่งน้ำ, ไม้ยาว, ไม้สั้น",9,22,0,"กะลา, การปั้น, การรบ, ความสำนึก, ตารี, น้องชาย, น้องสาว, ผู้หญิง, ลำเพลิน, สัตว์น้ำ, สีน้ำเงิน, สีแดง, หญิงสาว, หมากกั๊บแก๊บ, อาสา, เครื่องดนตรีตะวันตก, เครื่องดนตรีพื้นบ้าน, เครื่องประกอบจังหวะ, เจ้าหญิง, เทพเจ้า, เล่นน้ำ, แหล่งน้ำ",
การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,"กรุงลงกา, กองทัพ, การขึ้นลอย, การรบ, ชั้นเชิง, ทศกัณฐ์, พระราม, พระลักษมณ์","กระบวนท่ารำ, กรุงลงกา, กวางทอง, กองทัพ, กะลา, การขึ้นลอย, การปั้น, การยุติ, การรบ, การแปร, การไถ, ชั้นเชิง, ตัวต่อตัว, ทศกัณฐ์, พระพรหม, พระยา, พระราม, พระลอ, พระลักษมณ์, รำลึก, วานร, สงคราม, สีน้ำเงิน, สีแดง, องคต, ไพร่พล",8,18,0,"กระบวนท่ารำ, กวางทอง, กะลา, การปั้น, การยุติ, การแปร, การไถ, ตัวต่อตัว, พระพรหม, พระยา, พระลอ, รำลึก, วานร, สงคราม, สีน้ำเงิน, สีแดง, องคต, ไพร่พล",
การแสดงโขนเรื่องรามเกียรติ์ ตอน  จองถนน,"กรุงลงกา, จองถนน, ชามพูวราช, ทะเล, นิมิต, พระราม, พระเมรุ, พลลิง, วิดน้ำ, สมควร, สำเภา, อาสา, เมืองขีดขิน, เมืองชมพู","กรุงลงกา, การปั้น, การยุติ, การรบ, การเดินทาง, การแปร, การไถ, ขีดขิน, จองถนน, ชามพูวราช, ตีลังกา, ทะเล, นิมิต, พระพรหม, พระยา, พระราม, พระเมรุ, พลลิง, มโนราห์, รจนา, วานร, วิดน้ำ, สมควร, สำเภา, สีน้ำเงิน, สีแดง, อาสา, เจ้าเมือง, เมืองขีดขิน, เมืองชมพู, เรื่องใหญ่, แปลงกาย, ไพร่พล",14,19,0,"การปั้น, การยุติ, การรบ, การเดินทาง, การแปร, การไถ, ขีดขิน, ตีลังกา, พระพรหม, พระยา, มโนราห์, รจนา, วานร, สีน้ำเงิน, สีแดง, เจ้าเมือง, เรื่องใหญ่, แปลงกาย, ไพร่พล",
การแสดงโขนเรื่องรามเกียรติ์ ตอน  นารายณ์ปราบนนทก,"นนทก, นิ้วเพชร, พระนารายณ์, พระอิศวร, รับใช้, เขาไกลลาศ, เทวดา","กะลา, การปั้น, การยุติ, การรบ, การแปร, การไถ, ทัพหน้า, ที่รัก, นนทก, นิ้วเพชร, ปิดหน้า, ปูนปั้น, พระชายา, พระนารายณ์, พระยา, พระลอ, พระศิวะ, พระอิศวร, มโนราห์, ยักษิณี, รจนา, รับใช้, วังหน้า, วานร, สีน้ำเงิน, สีแดง, องคต, เขาไกรลาส, เขาไกลลาศ, เทวดา",7,23,0,"กะลา, การปั้น, การยุติ, การรบ, การแปร, การไถ, ทัพหน้า, ที่รัก, ปิดหน้า, ปูนปั้น, พระชายา, พระยา, พระลอ, พระศิวะ, มโนราห์, ยักษิณี, รจนา, วังหน้า, วานร, สีน้ำเงิน, สีแดง, องคต, เขาไกรลาส",
การแสดงโขนเรื่องรามเกียรติ์ ตอน  ศึกแสงอาทิตย์,"กองทัพ, ทศกัณฐ์, พญาขร, พระพรหม, พระราม, พิเภก, มังกรกัณฐ์, อนุชา, อุบาย, แว่นแก้วสุรกานต์, แสงอาทิตย์, โอรส","กองทัพ, การปั้น, การยุติ, การรบ, การศึก, การแปร, การไถ, ดวงแก้ว, ทศกัณฐ์, นายแก้ว, ปูนปั้น, พญาขร, พระพรหม, พระยา, พระราชพิธี, พระราม, พิเภก, มังกรกัณฐ์, สีน้ำเงิน, สีแดง, องคต, อนุชา, อุบาย, อุษา, เพลงอัตราจังหวะสองชั้น, แว่นแก้วสุรกานต์, แสงอาทิตย์, โอรส",12,16,0,"การปั้น, การยุติ, การรบ, การศึก, การแปร, การไถ, ดวงแก้ว, นายแก้ว, ปูนปั้น, พระยา, พระราชพิธี, สีน้ำเงิน, สีแดง, องคต, อุษา, เพลงอัตราจังหวะสองชั้น",
การแสดงโขนเรื่องรามเกียรติ์ ตอน  หนุมานชาญสมร,"กรุงลงกา, กองทัพ, การให้กำเนิด, กุณฑล, ขนเพชร, จำกาย, ทหารเอก, บิดา, ฝากตัว, พระนารายณ์, พระพาย, พระราม, พระอิศวร, พละกำลัง, พลับพลา, รับใช้, วานร, สวามิภักดิ์, หนุมาน, อวตาร, เขี้ยวแก้ว","กรุงลงกา, กองทัพ, การปั้น, การยุติ, การรบ, การแปร, การให้กำเนิด, การไถ, กุณฑล, ขนเพชร, จำกาย, ฉลองพระองค์, ดวงแก้ว, ตารี, ตำรา, ตีลังกา, ทหารเอก, นางสวาหะ, นางสีดา, นายแก้ว, บิดา, ปิดหน้า, ปูนปั้น, ฝากตัว, พระชายา, พระนารายณ์, พระพรหม, พระพาย, พระยา, พระราม, พระลอ, พระศิวะ, พระอิศวร, พละกำลัง, พลับพลา, มโนราห์, รจนา, รับใช้, วานร, สวามิภักดิ์, สวามี, สีน้ำเงิน, สีแดง, หนุมาน, องคต, อวตาร, อาสา, เขี้ยวแก้ว, แปลงกาย, ให้ร้าย",21,29,0,"การปั้น, การยุติ, การรบ, การแปร, การไถ, ฉลองพระองค์, ดวงแก้ว, ตารี, ตำรา, ตีลังกา, นางสวาหะ, นางสีดา, นายแก้ว, ปิดหน้า, ปูนปั้น, พระชายา, พระพรหม, พระยา, พระลอ, พระศิวะ, มโนราห์, รจนา, สวามี, สีน้ำเงิน, สีแดง, องคต, อาสา, แปลงกาย, ให้ร้าย",
การแสดงโขนเรื่องรามเกียรติ์ ตอน กุมภกรรณพุ่งหอกโมกขศักดิ์,"กรุงลงกา, การศึก, กุมภกรรณ, ขับไล่, ดำรงตำแหน่ง, ทศกัณฐ์, นางสีดา, พระพรหม, พระราม, มัยราพณ์, ยุติธรรม, รับอาสา, ร้ายกาจ, สัจจะ, หอกโมกขศักดิ์, อนุชา, อุปราช","กรุงลงกา, การยุติ, การรบ, การศึก, การุณราช, การแปร, การไถ, กุมภกรรณ, ขับไล่, จารึก, ดำรงตำแหน่ง, ทศกัณฐ์, นางสีดา, พระพรหม, พระยา, พระราม, พระสวามี, มรกต, มัยราพณ์, ยุติธรรม, รับอาสา, ร้ายกาจ, สงคราม, สัจจะ, สีน้ำเงิน, สีแดง, หล่อสำริด, หอกโมกขศักดิ์, อนุชา, อาสา, อุปราช, อเนก, แหล่งน้ำ, ไทยทรงดำ",17,17,0,"การยุติ, การรบ, การุณราช, การแปร, การไถ, จารึก, พระยา, พระสวามี, มรกต, สงคราม, สีน้ำเงิน, สีแดง, หล่อสำริด, อาสา, อเนก, แหล่งน้ำ, ไทยทรงดำ",
การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,"กรุงลงกา, กะลา, การศึก, จุดไฟ, ทศกัณฐ์, ทำนาย, ทิศตะวันตก, ทิศตะวันออก, นางสีดา, น้ำมันยาง, ปราชัย, พระญาติ, พระราม, พระลาน, พิเภก, รับใช้, ร้อนแรง, สมบัติ, สะเดาะเคราะห์, สำมนักขา, ให้ร้าย, ไฟไหม้, ไส้กะลา","กรุงลงกา, กลางคืน, กะลา, การขับร้อง, การปั้น, การยุติ, การรบ, การร่อนแร่, การศึก, การแปร, การไถ, ขับไล่, จารึก, จุดไฟ, ชาวเหนือ, ตะวันตก, ตารี, ตำรา, ทศกัณฐ์, ทัพหน้า, ทำนาย, ทิศตะวันตก, ทิศตะวันออก, นางสีดา, นางใน, น้องชาย, น้ำมันยาง, ปราชัย, พญาขร, พระญาติ, พระพรหม, พระยา, พระราม, พระลอ, พระลาน, พลลิง, พิเภก, ภาคเหนือ, มังกรกัณฐ์, รัชฎา, รับใช้, ราชสำนัก, ร้อนแรง, ร้ายกาจ, ลายเส้น, สมบัติ, สวามี, สะเดาะเคราะห์, สำมนักขา, สีน้ำเงิน, สีแดง, หญิงสาว, ออกรบ, เจ้าเมือง, เมืองชมพู, แหล่งน้ำ, ให้ร้าย, ไฟไหม้, ไส้กะลา",23,36,0,"กลางคืน, การขับร้อง, การปั้น, การยุติ, การรบ, การร่อนแร่, การแปร, การไถ, ขับไล่, จารึก, ชาวเหนือ, ตะวันตก, ตารี, ตำรา, ทัพหน้า, นางใน, น้องชาย, พญาขร, พระพรหม, พระยา, พระลอ, พลลิง, ภาคเหนือ, มังกรกัณฐ์, รัชฎา, ราชสำนัก, ร้ายกาจ, ลายเส้น, สวามี, สีน้ำเงิน, สีแดง, หญิงสาว, ออกรบ, เจ้าเมือง, เมืองชมพู, แหล่งน้ำ",
การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,"กรุงลงกา, กองทัพ, ทศกัณฐ์, ทำนาย, นางสีดา, พระราม, พลับพลา, พิเภก, สงคราม, สะเดาะเคราะห์, เบญกาย","กรุงลงกา, กองทัพ, การยุติ, การรบ, การศึก, การแปร, การไถ, ทศกัณฐ์, ทัพหน้า, ทำนาย, นางสีดา, บิดา, พระพรหม, พระยา, พระราม, พระสวามี, พลับพลา, พิเภก, ย่านาง, ร่มเย็น, วานร, สงคราม, สะเดาะเคราะห์, สีน้ำเงิน, สีแดง, หน้าบัน, เบญกาย, แปลงกาย, แหล่งน้ำ",11,18,0,"การยุติ, การรบ, การศึก, การแปร, การไถ, ทัพหน้า, บิดา, พระพรหม, พระยา, พระสวามี, ย่านาง, ร่มเย็น, วานร, สีน้ำเงิน, สีแดง, หน้าบัน, แปลงกาย, แหล่งน้ำ",
การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,"กวางทอง, กากนาสูร, ทศกัณฐ์, นางสีดา, พระยา, พระราม, มารีศ, แปลงกาย","กวางทอง, กากนาสูร, การยุติ, การรบ, การแปร, การไถ, กาลสูร, ตารี, ทศกัณฐ์, นางสีดา, พระชายา, พระญาติ, พระพรหม, พระพาย, พระยา, พระราม, พระลักษมณ์, มารีศ, สีทอง, สีน้ำเงิน, สีแดง, หล่อหลอม, องคต, อสูร, อุบาย, อุษา, แปลงกาย, ไทยทรงดำ",8,20,0,"การยุติ, การรบ, การแปร, การไถ, กาลสูร, ตารี, พระชายา, พระญาติ, พระพรหม, พระพาย, พระลักษมณ์, สีทอง, สีน้ำเงิน, สีแดง, หล่อหลอม, องคต, อสูร, อุบาย, อุษา, ไทยทรงดำ",
การแสดงโขนเรื่องรามเกียรติ์ ตอน ลักสีดา,"กรุงลงกา, กวางทอง, ขอความช่วยเหลือ, คำบอกเล่า, จำกาย, ทศกัณฐ์, นางสีดา, พระราม, พระลักษมณ์, มารีศ, ฤาษี, สำมนักขา","กรุงลงกา, กวางทอง, การยุติ, การรบ, การแปร, การไถ, ขอความช่วยเหลือ, ความห่วงใย, คำบอกเล่า, จับระบำ, จำกาย, ตารี, ตีลังกา, ทศกัณฐ์, นางสีดา, พระพรหม, พระยา, พระราม, พระลอ, พระลักษมณ์, พระเมรุ, มารีศ, ราชสำนัก, รำลึก, ฤาษี, สำมนักขา, สีทอง, สีน้ำเงิน, สีแดง, หล่อหลอม, แปลงกาย",12,19,0,"การยุติ, การรบ, การแปร, การไถ, ความห่วงใย, จับระบำ, ตารี, ตีลังกา, พระพรหม, พระยา, พระลอ, พระเมรุ, ราชสำนัก, รำลึก, สีทอง, สีน้ำเงิน, สีแดง, หล่อหลอม, แปลงกาย",
การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกพรหมาสตร์,"กองทัพ, การุณราช, กาลสูร, ช้างเอราวัณ, ทศกัณฐ์, นางฟ้า, พระราม, พระอินทร์, มังกรกัณฐ์, รุทการ, สังหาร, สิ้นชีวิต, หลงกล, อินทรชิต, เทวดา, แปลงกาย, แสงอาทิตย์, ไพร่พล","กองทัพ, กะลา, การปั้น, การยุติ, การรบ, การศึก, การุณราช, การแปร, การไถ, กาลสูร, ขุนช้าง, ช้างเอราวัณ, ตารี, ทศกัณฐ์, นางฟ้า, พรหมาสตร์, พระจันทร์, พระพรหม, พระยา, พระราม, พระลอ, พระศิวะ, พระอินทร์, พระอิศวร, ภาคกลาง, มังกรกัณฐ์, รุทการ, วานร, สังหาร, สิ้นชีวิต, สีน้ำเงิน, สีแดง, สุรินทร์, หลงกล, อสูร, อาสา, อินทรชิต, เทวดา, เพลงกลม, เรื่องใหญ่, แปลงกาย, แสงอาทิตย์, แหล่งน้ำ, ไพร่พล",18,26,0,"กะลา, การปั้น, การยุติ, การรบ, การศึก, การแปร, การไถ, ขุนช้าง, ตารี, พรหมาสตร์, พระจันทร์, พระพรหม, พระยา, พระลอ, พระศิวะ, พระอิศวร, ภาคกลาง, วานร, สีน้ำเงิน, สีแดง, สุรินทร์, อสูร, อาสา, เพลงกลม, เรื่องใหญ่, แหล่งน้ำ",
การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกวิรุญจำบัง,"กรุงลงกา, จารึก, ทศกัณฐ์, ท้าวลัสเตียน, ท้าวสัทธาสูร, นางสีดา, นิลพาหุ, น้องชาย, บิดา, พญาทูษณ์, พระราม, มารดา, รัชฎา, รับอาสา, หายตัว, เจ้าเมือง, โอรส","กรุงลงกา, การยุติ, การรบ, การศึก, การแปร, การไถ, จับนาง, จารึก, ทศกัณฐ์, ท้าวลัสเตียน, ท้าวสัทธาสูร, นักษัตร, นางสีดา, นิลพาหุ, น้องชาย, น้องสาว, บิดา, พญาทูษณ์, พระพรหม, พระยา, พระราม, มารดา, รัชฎา, รับอาสา, รำคู่, วังหน้า, วานร, วิรุญจำบัง, สงคราม, สัทธาสูร, สีน้ำเงิน, สีแดง, หายตัว, องคต, อสูร, อาสา, เจ้าเมือง, แหล่งน้ำ, โอรส, ไทยทรงดำ",17,23,0,"การยุติ, การรบ, การศึก, การแปร, การไถ, จับนาง, นักษัตร, น้องสาว, พระพรหม, พระยา, รำคู่, วังหน้า, วานร, วิรุญจำบัง, สงคราม, สัทธาสูร, สีน้ำเงิน, สีแดง, องคต, อสูร, อาสา, แหล่งน้ำ, ไทยทรงดำ",
